              Konto Plan 
   101  Account                                                0,00 €   -174.672,09 € 
   238  Planet Macross 3065 TheCleaner                         0,00 €   -123.350,00 € 
   240  Planet New-Cair-Paravel 5131 Destro                    0,00 €   -39.500,00 € 
   241  Planet Not-ours-anymore 4244 unknown                   0,00 €   -1.050,00 € 
   242  Planet Dark-Sun 3183 Jerico                            0,00 €   -25.700,00 € 
   243  Planet Lodestone 2084 Mayhem                           0,00 €   -65.920,84 € 
   244  Planet Wandz 4244 zHA                                  0,00 €   -11.050,00 € 
   245  Planet Alpha-Prime 3069 Pade                           0,00 €   -11.700,00 € 
   246  Planet New-Narnia 5153 BreakMan                        0,00 €   -20.000,00 € 
   247  Planet wANDz! 4056 zHA                                 0,00 €   -87.250,00 € 
   248  Planet Shondyke 4112 angel'o'sphere                    0,00 €   -21.350,00 € 
   249  Planet wANDz-imperial 4059 woodydrn                    0,00 €   -68.200,00 € 

   301  supply costs                                           0,00 €   -45.000,00 € 
   310  war costs                                              0,00 €   -112.115,00 € 
   360  Accantonamento utile                                   0,00 €        0,00 € 

   402  bank Interests                                         0,00 €        0,00 € 
   403  different contributions                                0,00 €        0,00 € 
   420  Contribution of Lasade                                 0,00 €   593.250,00 € 
   421  Contribution of Islandir                               0,00 €   270.750,00 € 
   422  Contribution of Joanla                                 0,00 €   332.250,00 € 
   423  Contribution of angel'o'sphere                         0,00 €   247.795,00 € 
   424  Contribution of Destro                                 0,00 €   569.047,00 € 
   425  Contribution of Gimlon                                 0,00 €   557.050,00 € 
   426  Contribution of Jyhem                                  0,00 €   231.700,00 € 
   427  Contribution of BreakMan                               0,00 €   101.000,00 € 
   428  Contribution of Pade                                   0,00 €   495.262,00 € 
   429  Contribution of Tiran                                  0,00 €   199.540,00 € 
   430  Contribution of Mu                                     0,00 €   288.370,00 € 
   431  Contribution of Trooper                                0,00 €      850,00 € 
   432  Contribution of Sukayo                                 0,00 €    2.500,00 € 
   433  Contribution of Xeon                                   0,00 €    2.000,00 € 
   434  Contribution of Vampire                                0,00 €   299.515,00 € 
   435  Contribution of Jerico                                 0,00 €   101.995,00 € 
   436  Contribution of Mayhem                                 0,00 €   345.570,84 € 
   437  Contribution of TheCleaner                             0,00 €   401.250,00 € 
   438  Contribution of zHA                                    0,00 €   605.150,00 € 
   439  Contribution of woodydrn                               0,00 €   469.050,00 € 
   440  Contribution of Amorpha                                0,00 €   35.500,00 € 
   441  Contribution of Tropan                                 0,00 €        0,00 € 
   442  Contribution of mosquito                               0,00 €   10.000,00 € 
   443  Contribution of Rizzo                                  0,00 €        0,00 € 
   444  Contribution of Flashblade                             0,00 €    9.059,27 € 

         Ende Konto Plan 

Journal from 2000-08-11 00:00:00.000 to 2023-08-31 16:37:48.099921
11-08-2000  101  428 SG on 3065                                           350,00 € 
11-08-2000  103  428 contribution Pade                                  8.000,00 € 
11-08-2000  128  103 retreat of Pade                                   38.500,00 € 
11-08-2000  231  136 30 CD for 2225                                     3.000,00 € 
11-08-2000  231  428 SG for Eden 2225                                     350,00 € 
11-08-2000  234  428 Hangar for Riga 3105                                 500,00 € 
11-08-2000  238  428 SG for Phille 3065                                   350,00 € 
11-08-2000  243  436 Turret for Lodestone 2084                          5.000,00 € 
11-09-2000  101  436 contribution by Mayhem                            10.000,00 € 
11-09-2000  231  436 30 CD, 100 Shields for Eden 2225                   3.350,00 € 
11-09-2000  231  436 SG for 2225                                          350,00 € 
11-09-2000  243  436 Turret for Lodestone 2084                          5.000,00 € 
26-09-2000  102  420 first contribution of Lasade                       2.100,00 € 
26-09-2000  102  423 contribution angel'o'sphere                        6.000,00 € 
26-09-2000  102  425 Repayment of Gimlon                                2.100,00 € 
26-09-2000  125  102 Gimlon needed holds and shields                    2.100,00 € 
27-09-2000  102  420 contribution Lasade                               20.000,00 € 
27-09-2000  102  425 contribution Gimlon                                5.500,00 € 
27-09-2000  231  102 Turret                                             5.000,00 € 
28-09-2000  101  428 contribution Pade                                  2.610,00 € 
28-09-2000  101  429 contribution Tiran                                 1.000,00 € 
28-09-2000  102  420 contribution Lasade                               10.000,00 € 
28-09-2000  125  102 Ship Knight for Gimlon                            28.668,00 € 
29-09-2000  101  421 contribution Islandir                             35.000,00 € 
29-09-2000  101  423 contribution angel'o'sphere                        3.800,00 € 
29-09-2000  101  428 contribution Pade                                  3.000,00 € 
29-09-2000  102  423 contribution angel'o'sphere                       17.000,00 € 
29-09-2000  102  423 contribution angel'o'sphere                        5.500,00 € 
29-09-2000  102  423 contribution angel'o'sphere                          800,00 € 
29-09-2000  102  425 contribution Gimlon                                7.000,00 € 
29-09-2000  123  101 Ship -Freighter for angel'o'sphere                20.000,00 € 
29-09-2000  123  102 Movement angel'o'sphere                           17.000,00 € 
29-09-2000  123  102 Movement angel'o'sphere                           17.000,00 € 
29-09-2000  128  101 Ship $Knight for Pade                             21.000,00 € 
30-09-2000  231  423 Turret Eden                                        5.000,00 € 
02-10-2000  101  420 contribution Lasade                               10.000,00 € 
02-10-2000  101  420 contribution Lasade                               10.000,00 € 
02-10-2000  101  420 contribution Lasade                               20.000,00 € 
02-10-2000  101  420 contribution Lasade                                7.000,00 € 
02-10-2000  101  422 contribution Joanla                                9.000,00 € 
02-10-2000  101  424 contribution Destro                                1.000,00 € 
02-10-2000  101  426 contribution Jyhem                                 3.000,00 € 
02-10-2000  101  426 contribution Jyhem                                 6.000,00 € 
02-10-2000  101  426 contribution Jyhem                                 6.000,00 € 
02-10-2000  101  426 contribution Jyhem                                 7.000,00 € 
02-10-2000  101  427 contribution BreakMan                              1.000,00 € 
02-10-2000  101  427 contribution BreakMan                              2.500,00 € 
02-10-2000  101  427 contribution BreakMan                                500,00 € 
02-10-2000  101  429 contribution Tiran                                 1.000,00 € 
02-10-2000  122  101 Ship $Vantage for Joanla                          19.000,00 € 
02-10-2000  124  101 Ship Freighter for Destro                         21.000,00 € 
02-10-2000  127  101 Ship $Freighter for BreakMan                      21.000,00 € 
02-10-2000  129  101 retreat Tiran                                      3.500,00 € 
02-10-2000  130  101 retreat Mu                                           350,00 € 
02-10-2000  230  421 Various constructions for Trigamil                12.250,00 € 
02-10-2000  231  423 Various constructions for Eden                     2.100,00 € 
02-10-2000  232  420 Various constructions for Monticule               32.450,00 € 
02-10-2000  233  426 Various constructions for A'Thuin                  1.700,00 € 
02-10-2000  234  425 Various constructions for Riga                    14.400,00 € 
02-10-2000  235  101 Turret for Taii'gard                               3.500,00 € 
02-10-2000  235  429 Various constructions for Taii'gard                7.600,00 € 
02-10-2000  236  431 Various constructions for Oc Ra                      850,00 € 
02-10-2000  237  430 SG for Badlands                                      350,00 € 
02-10-2000  237  430 Various constructions for The Badlands               350,00 € 
02-10-2000  238  428 Various constructions for Phille                     700,00 € 
03-10-2000  101  421 contribution Islandir                             70.000,00 € 
03-10-2000  101  422 contribution Joanla                                8.000,00 € 
03-10-2000  101  426 contribution Jyhem                                 7.000,00 € 
03-10-2000  101  428 contribution Pade                                  2.000,00 € 
03-10-2000  101  432 contribution Sukyako                               2.500,00 € 
03-10-2000  102  423 contribution angel'o'sphere                        4.500,00 € 
03-10-2000  120  101 Ship PSF for Lasade                               87.675,00 € 
03-10-2000  121  101 Ship PSF for Islandir                             78.000,00 € 
03-10-2000  128  101 retreat Pade                                       1.000,00 € 
06-10-2000  101  420 contribution Lasade                               20.000,00 € 
06-10-2000  101  424 contribution Destro                               10.000,00 € 
06-10-2000  102  425 contribution Gimlon                               23.000,00 € 
06-10-2000  232  420 Turret for Monticule                               5.000,00 € 
07-10-2000  101  421 contribution Islandir                             20.000,00 € 
07-10-2000  101  422 contribution Joanla                                5.000,00 € 
07-10-2000  101  426 contribution Jyhem                                 3.000,00 € 
07-10-2000  101  428 contribution Pade                                  3.500,00 € 
07-10-2000  102  423 contribution angel'o'sphere                        3.500,00 € 
07-10-2000  128  101 retreat Pade                                       5.000,00 € 
07-10-2000  129  101 Retreat Tiran                                      1.000,00 € 
07-10-2000  129  101 Retreat Tiran                                      4.250,00 € 
09-10-2000  101  426 contribution Jyhem                                 5.000,00 € 
09-10-2000  232  420 Turret for Monticule                               5.000,00 € 
10-10-2000  101  420 contribution Lasade                               10.000,00 € 
10-10-2000  101  422 contribution Joanla                                6.000,00 € 
10-10-2000  101  427 contribution BreakMan                              4.500,00 € 
10-10-2000  101  428 contribution Pade                                 10.000,00 € 
10-10-2000  101  433 contribution Xeon                                  2.000,00 € 
10-10-2000  102  423 contribution angel'o'sphere                        1.350,00 € 
10-10-2000  231  436 20 CD/100 Shields for 2225                         2.350,00 € 
10-10-2000  231  436 Hangar for 2225 Eden                                 500,00 € 
10-10-2000  232  420 Turret for Monticule                               5.000,00 € 
10-10-2000  235  101 Turret for Taii'gard                               5.000,00 € 
10-10-2000  243  436 SG for 2084 Lodestone                                350,00 € 
10-10-2000  243  436 Turret for 2084 Lodestone                          5.000,00 € 
11-10-2000  101  420 contribution Lasade                               10.000,00 € 
11-10-2000  101  436 contribution by Mayhem                             7.500,00 € 
11-10-2000  232  420 Turret for Monticule                               5.000,00 € 
11-10-2000  233  430 Various constructions for A'Thuin                  1.900,00 € 
11-10-2000  234  428 SG for Riga 3105                                     350,00 € 
11-10-2000  234  428 Turret for Riga                                    5.000,00 € 
11-10-2000  235  426 Turret for Taii'gard                               5.000,00 € 
11-10-2000  244  428 SG for Wandz 4244 Really 4122                        350,00 € 
12-10-2000  101  420 contribution Lasade                               10.000,00 € 
12-10-2000  101  422 contribution Joanla                                6.000,00 € 
12-10-2000  101  424 contribution Destro                               11.000,00 € 
12-10-2000  101  426 contribution Jyhem                                20.000,00 € 
12-10-2000  101  434 contribution Vampire                               4.014,00 € 
12-10-2000  101  434 contribution Vampire                               4.321,00 € 
12-10-2000  125  101 Ship PSF for Gimlon                               82.000,00 € 
13-10-2000  101  421 contribution Islandir                             25.000,00 € 
13-10-2000  101  426 contribution Jyhem                                20.000,00 € 
13-10-2000  101  426 contribution Jyhem                                 3.000,00 € 
13-10-2000  101  427 contribution BreakMan                                500,00 € 
13-10-2000  101  428 contribution Pade                                  1.200,00 € 
13-10-2000  101  428 contribution Pade                                  4.000,00 € 
13-10-2000  101  430 contribution Mu                                    1.000,00 € 
13-10-2000  102  423 contribution angel'o'sphere                        5.500,00 € 
13-10-2000  102  425 contribution Gimlon                               20.000,00 € 
13-10-2000  102  425 contribution Gimlon                               30.000,00 € 
13-10-2000  123  101 Ship Negotiator for angel'o'sphere                 1.500,00 € 
13-10-2000  126  101 Ship -PSF for Jyhem                               91.000,00 € 
13-10-2000  232  420 Hangar for Monticule                                 500,00 € 
13-10-2000  232  420 SG for Monticule                                     350,00 € 
13-10-2000  232  420 SG for Monticule                                     350,00 € 
13-10-2000  232  430 SG for Monticule                                     350,00 € 
13-10-2000  235  101 Hangar for Taii'gard                                 500,00 € 
13-10-2000  235  101 Turret for Taii'gard                               3.500,00 € 
13-10-2000  235  101 Turret for Taii'gard                               5.000,00 € 
13-10-2000  235  101 Turret for Taii'gard                               5.000,00 € 
14-10-2000  101  424 contribution Destro                                3.000,00 € 
14-10-2000  101  424 contribution Destro                                   47,00 € 
14-10-2000  101  428 contribution Pade                                  4.500,00 € 
14-10-2000  101  429 contribution Tiran                                 1.250,00 € 
14-10-2000  101  429 contribution Tiran                                   350,00 € 
14-10-2000  101  430 contribution Mu                                    2.000,00 € 
14-10-2000  101  434 contribution Vampire                               1.102,00 € 
14-10-2000  101  434 contribution Vampire                                 360,00 € 
14-10-2000  102  425 contribution Gimlon                               20.000,00 € 
14-10-2000  134  101 retreat Vampire                                    1.250,00 € 
14-10-2000  230  421 CD for Trigamil                                    1.500,00 € 
14-10-2000  232  430 Hangar for Monticule                                 500,00 € 
14-10-2000  232  430 SG for Monticule                                     350,00 € 
14-10-2000  232  430 SG for Monticule                                     350,00 € 
14-10-2000  232  430 SG for Monticule                                     350,00 € 
14-10-2000  232  430 SG for Monticule                                     350,00 € 
14-10-2000  237  421 CD for Badlands                                    2.000,00 € 
14-10-2000  237  430 SG for Badlands                                      350,00 € 
17-10-2000  101  420 contribution Lasade                                3.000,00 € 
17-10-2000  101  420 contribution Lasade                               40.000,00 € 
17-10-2000  101  424 contribution Destro                               10.000,00 € 
17-10-2000  101  427 contribution BreakMan                              5.000,00 € 
17-10-2000  102  425 contribution Gimlon                               50.000,00 € 
17-10-2000  124  101 Ship PSF for Destro                               91.000,00 € 
17-10-2000  128  101 Ship PSF for Pade                                 93.000,00 € 
17-10-2000  232  420 SG for Monticule                                     350,00 € 
17-10-2000  232  420 SG for Monticule                                     350,00 € 
17-10-2000  232  420 SG for Monticule                                     350,00 € 
17-10-2000  232  420 SG for Monticule                                     350,00 € 
17-10-2000  232  430 SG for Monticule                                     350,00 € 
17-10-2000  235  101 Turret for Taii'gard                               4.800,00 € 
17-10-2000  310  101 Shields taken by Tiran                             1.250,00 € 
18-10-2000  101  426 contribution Jyhem                                10.000,00 € 
18-10-2000  101  430 contribution Mu                                    3.000,00 € 
18-10-2000  232  420 SG for Monticule                                     350,00 € 
18-10-2000  232  420 SG for Monticule                                     350,00 € 
18-10-2000  232  420 SG for Monticule                                     350,00 € 
18-10-2000  232  420 SG for Monticule                                     350,00 € 
18-10-2000  235  101 Stuff for Taii'gard                                2.700,00 € 
19-10-2000  101  420 contribution Lasade                               16.500,00 € 
19-10-2000  101  422 contribution Joanla                               11.000,00 € 
19-10-2000  101  426 contribution Jyhem                                50.000,00 € 
19-10-2000  101  429 contribution Tiran                                   500,00 € 
19-10-2000  101  434 contribution Vampire                                 418,00 € 
19-10-2000  102  425 contribution Gimlon                               20.000,00 € 
19-10-2000  232  420 SG for Monticule                                     350,00 € 
19-10-2000  232  420 SG for Monticule                                     350,00 € 
19-10-2000  235  101 Turret for Taii'gard                               5.000,00 € 
20-10-2000  101  421 contribution Islandir                             20.000,00 € 
20-10-2000  101  422 contribution Joanla                                7.000,00 € 
20-10-2000  101  424 contribution Destro                               12.000,00 € 
20-10-2000  101  428 contribution Pade                                 15.472,00 € 
20-10-2000  101  429 contribution Tiran                                   500,00 € 
20-10-2000  101  435 contribution Jerico                                   95,00 € 
20-10-2000  101  436 contribution Mayhem                                3.000,00 € 
20-10-2000  102  425 contribution Gimlon                               20.000,00 € 
20-10-2000  123  101 Ship PSF for angel'o'sphere                       101.000,00 € 
20-10-2000  134  101 Ship Blockaderunner for Vampire                   60.000,00 € 
20-10-2000  232  420 SG for Monticule                                     350,00 € 
20-10-2000  242  101 Turret for Dark Sun                                5.000,00 € 
20-10-2000  242  101 Turret for Taii'gard                               5.000,00 € 
21-10-2000  101  420 contribution Lasade                               30.000,00 € 
21-10-2000  101  424 contribution Destro                               10.000,00 € 
21-10-2000  101  429 contribution Tiran                                   600,00 € 
21-10-2000  101  437 contribution TheCleaner                            4.000,00 € 
21-10-2000  129  101 Ship -Blockaderunner for Tiran                    60.000,00 € 
21-10-2000  231  101 Turret for Eden                                    1.000,00 € 
22-10-2000  101  420 contribution Lasade                               40.000,00 € 
22-10-2000  101  424 contribution Destro                               10.000,00 € 
22-10-2000  101  428 contribution Pade                                  1.000,00 € 
22-10-2000  101  429 contribution Tiran                                   600,00 € 
22-10-2000  102  425 contribution Gimlon                                5.000,00 € 
22-10-2000  120  101 Ship Seeker for Lasade                            40.000,00 € 
22-10-2000  231  436 SG for Eden                                          350,00 € 
22-10-2000  231  436 SG for Eden                                          350,00 € 
22-10-2000  231  436 SG for Eden                                          350,00 € 
22-10-2000  231  436 SG for Eden                                          350,00 € 
22-10-2000  232  420 SG for Monticule                                     350,00 € 
22-10-2000  232  420 SG for Monticule                                     350,00 € 
22-10-2000  232  420 SG for Monticule                                     350,00 € 
22-10-2000  232  420 SG for Monticule                                     350,00 € 
22-10-2000  232  436 SG for Monticule                                     350,00 € 
22-10-2000  232  436 SG for Monticule                                     350,00 € 
22-10-2000  240  101 Turret for Eden                                    5.000,00 € 
22-10-2000  242  101 Turret for Dark Sun                                5.000,00 € 
23-10-2000  232  420 SG for Monticule                                     350,00 € 
24-10-2000  231  436 contribution Mayhem                                8.500,00 € 
24-10-2000  232  420 SG for Monticule                                     350,00 € 
24-10-2000  232  430 Hangar for Monticule                                 500,00 € 
24-10-2000  240  101 Turret for Planet of the apes                      5.000,00 € 
25-10-2000  101  420 contribution Lasade                               45.000,00 € 
25-10-2000  101  422 contribution Joanla                               12.000,00 € 
25-10-2000  101  424 contribution Destro                                8.000,00 € 
25-10-2000  101  427 contribution BreakMan                              7.000,00 € 
25-10-2000  101  428 contribution Pade                                 10.000,00 € 
25-10-2000  101  429 contribution Tiran                                 1.000,00 € 
25-10-2000  102  425 contribution Gimlon                               15.000,00 € 
25-10-2000  102  425 contribution Gimlon                               35.000,00 € 
25-10-2000  120  101 Ship Punisher for Lasade                          45.000,00 € 
25-10-2000  122  101 Ship PSF for Joanla                               95.000,00 € 
25-10-2000  129  101 Retreat Tiran                                      2.500,00 € 
25-10-2000  238  425 Turret for Phille                                  5.000,00 € 
25-10-2000  241  429 SG for unkown Planet                                 350,00 € 
25-10-2000  241  429 SG for unkown Planet                                 350,00 € 
25-10-2000  310  425 mines and CD Gimlon                               25.000,00 € 
26-10-2000  101  421 contribution Islandir                             40.000,00 € 
26-10-2000  101  422 contribution Joanla                               10.000,00 € 
26-10-2000  101  424 contribution Destro                               10.000,00 € 
26-10-2000  101  428 contribution Pade                                 10.000,00 € 
26-10-2000  101  429 contribution Tiran                                 1.000,00 € 
26-10-2000  101  429 contribution Tiran                                 2.240,00 € 
26-10-2000  101  429 contribution Tiran                                   500,00 € 
26-10-2000  101  430 contribution Mu                                    3.000,00 € 
26-10-2000  101  437 contribution TheCleaner                           48.000,00 € 
26-10-2000  102  423 contribution angel'o'sphere                       20.000,00 € 
26-10-2000  134  101 shields for Vampire                               12.500,00 € 
26-10-2000  137  101 Ship PSF for TheCleaner                           94.000,00 € 
26-10-2000  231  436 various contributions for Eden                     7.450,00 € 
26-10-2000  232  420 Hangar for Monticule                                 500,00 € 
26-10-2000  232  420 Hangar for Monticule                                 500,00 € 
26-10-2000  232  420 SG for Monticule                                     350,00 € 
26-10-2000  232  430 Hangar for Monticule                                 500,00 € 
26-10-2000  235  101 SG for Taii'gard                                     350,00 € 
26-10-2000  238  421 Turret for Trigamil                                5.000,00 € 
26-10-2000  241  429 SG for unkown Planet                                 350,00 € 
27-10-2000  101  420 contribution Lasade                               55.000,00 € 
27-10-2000  101  424 contribution Destro                               10.000,00 € 
27-10-2000  101  428 contribution Pade                                 12.500,00 € 
27-10-2000  101  428 contribution Pade                                 40.000,00 € 
27-10-2000  101  429 contribution Tiran                                 2.250,00 € 
27-10-2000  101  430 contribution Mu                                    1.250,00 € 
27-10-2000  101  430 contribution Mu                                    1.250,00 € 
27-10-2000  101  430 contribution Mu                                    6.500,00 € 
27-10-2000  101  434 contribution Vampire                               1.675,00 € 
27-10-2000  101  435 contribution Jerico                                  900,00 € 
27-10-2000  101  437 contribution TheCleaner                           22.000,00 € 
27-10-2000  120  101 Ship 2Punisher for Lasade                         55.000,00 € 
27-10-2000  128  101 Ship Seeker for Pade                              40.000,00 € 
27-10-2000  129  101 Retreat Tiran                                        350,00 € 
27-10-2000  130  101 Ship PSF for Mu                                   94.000,00 € 
27-10-2000  232  420 Hangar for Monticule                                 500,00 € 
27-10-2000  232  420 Hangar for Monticule                                 500,00 € 
27-10-2000  235  429 SG for Taii'gard                                     350,00 € 
27-10-2000  235  429 SG for Taii'gard                                     350,00 € 
27-10-2000  235  429 SG for Taii'gard                                     350,00 € 
27-10-2000  235  429 SG for Taii'gard                                     350,00 € 
27-10-2000  238  421 Turret for Trigamil                                5.000,00 € 
27-10-2000  238  428 Various constructions for Phille                   5.000,00 € 
27-10-2000  240  101 Turret for planet of the Apes                      5.000,00 € 
28-10-2000  101  424 contribution Destro                                5.000,00 € 
28-10-2000  101  435 contribution Jerico                                1.000,00 € 
28-10-2000  134  101 retreat Vampire                                    3.120,00 € 
28-10-2000  232  420 Hangar for Monticule                                 500,00 € 
28-10-2000  232  420 Hangar for Monticule                                 500,00 € 
28-10-2000  232  430 Hangar for Monticule                                 500,00 € 
28-10-2000  235  429 SG for Taii'gard                                     350,00 € 
28-10-2000  240  101 Turret for planet of the Apes                      5.000,00 € 
29-10-2000  101  428 contribution Pade                                 35.000,00 € 
29-10-2000  101  429 contribution Tiran                                 1.000,00 € 
29-10-2000  101  430 contribution Mu                                   12.000,00 € 
29-10-2000  101  434 contribution Vampire                               9.497,00 € 
29-10-2000  101  435 contribution Jerico                                1.000,00 € 
29-10-2000  102  423 contribution angel'o'sphere                        7.400,00 € 
29-10-2000  125  101 retreat of Gimlon                                  7.400,00 € 
29-10-2000  128  101 Ship AdvancedCarrier for Pade                     35.000,00 € 
29-10-2000  231  436 various contributions for Eden                    12.100,00 € 
29-10-2000  232  420 Hangar for Monticule                                 500,00 € 
29-10-2000  232  420 Hangar for Monticule                                 500,00 € 
29-10-2000  232  420 Hangar for Monticule                                 500,00 € 
29-10-2000  235  429 SG for Taii'gard                                     350,00 € 
29-10-2000  310  429 contribution Tiran                                   500,00 € 
30-10-2000  101  420 contribution Lasade                               10.000,00 € 
30-10-2000  101  421 contribution Islandir                             30.000,00 € 
30-10-2000  101  422 contribution Joanla                               17.000,00 € 
30-10-2000  101  425 contribution Gimlon                               45.000,00 € 
30-10-2000  101  429 contribution Tiran                                 1.250,00 € 
30-10-2000  101  429 contribution Tiran                                 5.000,00 € 
30-10-2000  101  435 contribution Jerico                                1.500,00 € 
30-10-2000  101  437 contribution TheCleaner                           22.000,00 € 
30-10-2000  101  437 contribution TheCleaner                            6.000,00 € 
30-10-2000  102  423 contribution angel'o'sphere                        7.700,00 € 
30-10-2000  125  101 Ship Punisher for Gimlon                          45.000,00 € 
30-10-2000  134  101 Ship PSF for Vampire                              94.000,00 € 
30-10-2000  137  101 retreat of TheCleaner                              3.000,00 € 
30-10-2000  232  420 Hangar for Monticule                                 500,00 € 
30-10-2000  232  420 Hangar for Monticule                                 500,00 € 
30-10-2000  232  430 SG for Monticule                                     350,00 € 
30-10-2000  235  429 SG for Taii'gard                                     350,00 € 
30-10-2000  235  429 SG for Taii'gard                                     350,00 € 
31-10-2000  230  421 Turret for Trigamil                                5.000,00 € 
31-10-2000  232  420 Hangar for Monticule                                 500,00 € 
31-10-2000  235  429 SG for Taii'gard                                     350,00 € 
31-10-2000  235  429 SG for Taii'gard                                     350,00 € 
31-10-2000  238  437 SG for Phille                                        350,00 € 
31-10-2000  238  437 Turret for Phille                                  5.000,00 € 
31-10-2000  238  437 Turret for Phille                                  5.000,00 € 
01-11-2000  101  422 contribution Joanla                               17.000,00 € 
01-11-2000  101  424 contribution Destro                               16.000,00 € 
01-11-2000  101  424 contribution Destro                                5.000,00 € 
01-11-2000  101  427 contribution BreakMan                             10.000,00 € 
01-11-2000  101  428 contribution Pade                                 20.000,00 € 
01-11-2000  101  429 contribution Tiran                                 2.000,00 € 
01-11-2000  101  430 contribution Mu                                   11.000,00 € 
01-11-2000  101  434 contribution Vampire                              34.436,00 € 
01-11-2000  101  435 contribution Jerico                                1.000,00 € 
01-11-2000  103  101 trader submission to scouts                        5.000,00 € 
01-11-2000  129  101 retreat of Tiran                                   5.000,00 € 
01-11-2000  232  420 Hangar for Monticule 2154                            500,00 € 
01-11-2000  232  430 SG for Monticule 2154                                350,00 € 
01-11-2000  233  430 Turret for Great-A'Thuin 2054                      5.000,00 € 
01-11-2000  235  429 Hangar for Taii'gard 4188                            500,00 € 
01-11-2000  235  429 SG for Taii'gard 4188                                350,00 € 
01-11-2000  235  429 SG for Taii'gard 4188                                350,00 € 
01-11-2000  238  437 Turret for Phille 3065                             5.000,00 € 
01-11-2000  242  435 Turret for Dark-Sun 3183                           5.000,00 € 
02-11-2000  101  420 contribution Lasade                                5.000,00 € 
02-11-2000  101  422 contribution Joanla                               12.000,00 € 
02-11-2000  101  422 contribution Joanla                               12.000,00 € 
02-11-2000  101  423 contribution angel'o'sphere                       11.500,00 € 
02-11-2000  101  424 contribution Destro                               90.000,00 € 
02-11-2000  101  425 contribution Gimlon                               57.500,00 € 
02-11-2000  101  428 contribution Pade                                 10.000,00 € 
02-11-2000  101  429 contribution Tiran                                 1.000,00 € 
02-11-2000  101  429 contribution Tiran                                 5.000,00 € 
02-11-2000  101  434 contribution Vampire                              13.898,00 € 
02-11-2000  103  101 Tradecaste subvention to Scouts                    5.000,00 € 
02-11-2000  121  101 Ship $Punisher for Islandir                       50.000,00 € 
02-11-2000  123  101 Ship DarkAvenger for angel'o'sphere               165.000,00 € 
02-11-2000  136  101 Ship PSF for Mayhem                               94.000,00 € 
02-11-2000  231  436 Hangar for Eden 2225                                 500,00 € 
02-11-2000  231  436 Hangar for Eden 2225                                 500,00 € 
02-11-2000  231  436 SG for Eden 2225                                     350,00 € 
02-11-2000  231  436 SG for Eden 2225                                     350,00 € 
02-11-2000  232  420 Hangar for Monticule 2154                            500,00 € 
02-11-2000  232  420 Hangar for Monticule 2154                            500,00 € 
02-11-2000  232  420 Hangar for Monticule 2154                            500,00 € 
